Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Desmosome (GO:0030057)	3/17	0.02320516483802942	0.1854287095203282	0	0	5.603746118012422	21.089028322557443	DSP;PKP2;KLHL24
Protein Kinase Complex (GO:1902911)	3/17	0.02320516483802942	0.1854287095203282	0	0	5.603746118012422	21.089028322557443	CAB39;IRS1;MAP3K5
Membrane Raft (GO:0045121)	12/169	0.023264118537605752	0.1854287095203282	0	0	2.008498409833624	7.55364735047454	PRNP;STX12;PIKFYVE;PRKAR1A;CAVIN2;PRKAR2A;STOM;TEK;IL6ST;JAK2;GPM6B;TGFBR2
Hrd1p Ubiquitin Ligase Complex (GO:0000836)	2/7	0.025304810016707684	0.19593152898650806	0	0	10.45101763907734	38.42589178820236	SEL1L;FAM8A1
Vesicle (GO:0031982)	15/235	0.02863958241740444	0.21559241208657232	0	0	1.7931629834254144	6.371046247177626	STX12;RAB4A;SERPINE2;RIPK2;CLTC;VPS26A;PIK3C2A;CLCN3;PIKFYVE;SYNJ1;KIF5B;OGN;STOM;CD59;APPL1
Intermediate Filament Cytoskeleton (GO:0045111)	7/81	0.030064234685967535	0.22020020540262708	0	0	2.4794897356372765	8.689171014577203	DSP;USP10;SESTD1;PRKCE;PKP2;PHLDB2;SMARCA2
Nuclear Lumen (GO:0031981)	39/780	0.034757827210243314	0.2478781887888405	0	0	1.3924812030075189	4.677832410071995	DDX21;HNRNPR;RORA;NUCKS1;PIK3CB;SPTY2D1;PPM1E;TENT4B;CDC14A;FXR1;AKAP11;TAF1B;NRIP1;BNIP2;PHLDA1;ARFGEF1;TSPYL1;PPP1R12A;UTP3;DIS3;XRCC5;ZFP91;ACSL5;NUP153;SIRT1;DDX50;SETX;RBL2;PPM1B;STK24;CCNY;WDFY1;FILIP1;WDFY3;TOP1;ERCC6;TAF5;BRWD1;KDM7A
Early Endosome (GO:0005769)	18/307	0.03696733988495352	0.25687561817493343	0	0	1.6389002202822878	5.404634791542479	GRIA1;RAB4A;MARCHF1;PARM1;BLTP3B;TMEM30A;MMGT1;USP10;VPS26A;LNPEP;CLCN3;AP3M1;PIKFYVE;STX6;WDFY1;MAPK1;VPS35;APPL1
Apical Dendrite (GO:0097440)	2/9	0.04131031775193285	0.2798774027693451	0	0	7.464237255282032	23.785859293250265	MAP1B;CPEB3
Nucleolus (GO:0005730)	38/771	0.04406724144867254	0.28629161742050513	0	0	1.3702195071161252	4.2778781873776355	DDX21;HNRNPR;RORA;NUCKS1;PIK3CB;SPTY2D1;PPM1E;TENT4B;CDC14A;FXR1;AKAP11;TAF1B;NRIP1;BNIP2;PHLDA1;ARFGEF1;TSPYL1;PPP1R12A;UTP3;DIS3;XRCC5;ZFP91;ACSL5;NUP153;SIRT1;DDX50;RBL2;PPM1B;STK24;CCNY;WDFY1;FILIP1;WDFY3;TOP1;ERCC6;TAF5;BRWD1;KDM7A
Microbody Membrane (GO:0031903)	5/53	0.045426345199563546	0.28629161742050513	0	0	2.72664055404178	8.429853855650045	ATAD1;ACBD5;AGPS;NBR1;RAB8B
Peroxisomal Membrane (GO:0005778)	5/53	0.045426345199563546	0.28629161742050513	0	0	2.72664055404178	8.429853855650045	ATAD1;ACBD5;AGPS;NBR1;RAB8B
Vesicle Coat (GO:0030120)	4/37	0.046583455850349675	0.28691173944192644	0	0	3.1709750566893424	9.723826167935057	SEC23A;SEC24B;SEC24A;SAR1A
Nuclear Inclusion Body (GO:0042405)	2/10	0.05039727570323528	0.2989666641081955	0	0	6.530868385345998	19.513047154946324	RANBP2;NUP153
Cul2-RING Ubiquitin Ligase Complex (GO:0031462)	3/23	0.051372454946186086	0.2989666641081955	0	0	3.921399456521739	11.641274833926676	ZYG11B;FEM1B;ZSWIM6
Focal Adhesion (GO:0005925)	21/387	0.05185030705935494	0.2989666641081955	0	0	1.5099433764098817	4.46851800606624	BCAR3;ACTR2;KLF11;PPP1R12A;YWHAB;CLTC;ADAM10;HACD3;LPP;ENAH;GNA13;FLRT2;PRKAR2A;NUMB;MAPK1;ITGA6;CD59;PABPC1;JAK2;PHLDB2;JAK1
Cyclin-Dependent Protein Kinase Holoenzyme Complex (GO:0000307)	4/40	0.05918795984901992	0.3341653566475916	0	0	2.9062736205593347	8.216143460561627	CCNJ;CCNI;CCNY;CCNG2
Cell-Substrate Junction (GO:0030055)	21/395	0.061605284596721405	0.34071494134105107	0	0	1.4770194986072422	4.116464602254851	BCAR3;ACTR2;KLF11;PPP1R12A;YWHAB;CLTC;ADAM10;HACD3;LPP;ENAH;GNA13;FLRT2;PRKAR2A;NUMB;MAPK1;ITGA6;CD59;PABPC1;JAK2;PHLDB2;JAK1
Vacuolar Membrane (GO:0005774)	5/59	0.06641325171597241	0.3599598243005705	0	0	2.4229236048037137	6.5706263805004275	MAP1LC3B;CHMP1B;JMY;MAP1LC3B2;WDFY3
Recycling Endosome (GO:0055037)	10/159	0.07100560470279733	0.37730429165604074	0	0	1.75951243313908	4.653904166797565	GRIA1;STX12;ARFGEF2;RAB4A;SNX18;MCTP1;STX6;TBC1D12;CLCN3;RAB8B
Golgi Lumen (GO:0005796)	7/100	0.07704537167286671	0.3939489759122053	0	0	1.9709736177213701	5.052316486162629	VCAN;SDC2;OMD;WNT5A;OGN;BPNT2;DCN
trans-Golgi Network Membrane (GO:0032588)	7/100	0.07704537167286671	0.3939489759122053	0	0	1.9709736177213701	5.052316486162629	MARCHF1;RIC1;CLTC;RHOBTB3;VTI1A;STX6;BPNT2
Nuclear Membrane (GO:0031965)	13/227	0.07919650390515068	0.39744912144992284	0	0	1.5937475863134316	4.04146198279085	RANBP2;ANKRD17;PRNP;TNKS;SLC30A1;NUP153;HACD3;LEMD3;SIRT1;TOR1AIP1;RB1CC1;SH3BGRL2;MATR3
ISWI-type Complex (GO:0031010)	2/13	0.08124867697248513	0.40033439017351763	0	0	4.74898236092266	11.921089002200162	RSF1;BPTF
Bounding Membrane Of Organelle (GO:0098588)	38/819	0.08865376786600791	0.41841045218499495	0	0	1.282674649896526	3.1079421546328567	NOTCH2;GRIA1;SGMS1;FLT3;ATP2A2;VPS26A;ATP2C1;CLCN3;ANTXR1;RHOBTB1;PLN;SNX2;GNPTAB;MAN1A2;CHMP1B;MRC1;VTI1A;STX6;VPS35;CD59;MAN1A1;SLC18A2;APPL1;ARFGEF1;ARFGEF2;RIC1;WNT5A;ENTPD7;VPS37A;ACAP2;PIKFYVE;CNIH1;RAB18;TRIP11;B3GNT2;TAB2;ATF6;TLR4
Cytoplasmic Side Of Plasma Membrane (GO:0009898)	8/124	0.08889873152681946	0.41841045218499495	0	0	1.8062172743997358	4.371510733592341	CYLD;PPP3CA;SNX18;FRMD6;CHUK;JAK2;PTPN4;JAK1
Cell-Cell Junction (GO:0005911)	16/299	0.0895491004676373	0.41841045218499495	0	0	1.4840402914827793	3.5809420242701835	DSP;BMPR2;USP53;HEG1;ILDR1;RPGRIP1L;KLHL24;MTDH;FLRT2;APC;PKP2;TEK;PDLIM5;PAK2;NECTIN3;EIF4G2
H4 Histone Acetyltransferase Complex (GO:1902562)	2/15	0.10425743815756795	0.45313298843827066	0	0	4.017952197056674	9.084156266454293	PHF20L1;MSL2
PRC1 Complex (GO:0035102)	2/15	0.10425743815756795	0.45313298843827066	0	0	4.017952197056674	9.084156266454293	PCGF5;PHC3
Cation-Transporting ATPase Complex (GO:0090533)	2/15	0.10425743815756795	0.45313298843827066	0	0	4.017952197056674	9.084156266454293	PLN;ABCC9
Intercalated Disc (GO:0014704)	3/31	0.10534087923103709	0.45313298843827066	0	0	2.7998350155279503	6.301179104990658	DSP;PIK3CA;PKP2
Nuclear Inner Membrane (GO:0005637)	3/31	0.10534087923103709	0.45313298843827066	0	0	2.7998350155279503	6.301179104990658	MATR3;LEMD3;SIRT1
Clathrin Coat (GO:0030118)	2/16	0.11634584415975101	0.48507267334296195	0	0	3.730761775537895	8.025570366473312	SYNJ1;CLTC
Protein Phosphatase Type 2A Complex (GO:0000159)	2/16	0.11634584415975101	0.48507267334296195	0	0	3.730761775537895	8.025570366473312	PPP2CB;PPP2R5C
Chromosome (GO:0005694)	9/164	0.1542589583663004	0.6039700075153396	0	0	1.5196995139195757	2.8405046169439547	SETX;RBL2;XRCC4;ERCC4;DDX21;TOPBP1;TOP1;SMC3;WAPL
Actin Cytoskeleton (GO:0015629)	16/327	0.15574163108406022	0.6039700075153396	0	0	1.3484365340911617	2.507494401534406	ACTR2;PPP1R12A;WIPF1;IFIT5;KLHL2;MYRIP;CTTNBP2NL;KLHL20;AXL;STK38L;FILIP1;INTS6;TOPBP1;TAF5;TEK;PDLIM5
Phagocytic Vesicle (GO:0045335)	6/100	0.16516733827302835	0.6039700075153396	0	0	1.669066209979391	3.0056480011106705	STX12;PIKFYVE;CLEC4E;CLCN3;APPL1;RAB8B
Hrd1p Ubiquitin Ligase ERAD-L Complex (GO:0000839)	1/5	0.17160771431247654	0.6039700075153396	0	0	6.5233739837398375	11.497734573312044	SEL1L
Asymmetric, Glutamatergic, Excitatory Synapse (GO:0098985)	1/5	0.17160771431247654	0.6039700075153396	0	0	6.5233739837398375	11.497734573312044	NLGN4Y
Chromocenter (GO:0010369)	1/5	0.17160771431247654	0.6039700075153396	0	0	6.5233739837398375	11.497734573312044	MBD5
Cortical Endoplasmic Reticulum (GO:0032541)	1/5	0.17160771431247654	0.6039700075153396	0	0	6.5233739837398375	11.497734573312044	ASPH
Platelet Dense Granule Membrane (GO:0031088)	1/5	0.17160771431247654	0.6039700075153396	0	0	6.5233739837398375	11.497734573312044	SELP
Protein Phosphatase 4 Complex (GO:0030289)	1/5	0.17160771431247654	0.6039700075153396	0	0	6.5233739837398375	11.497734573312044	PPP4R3B
Sex Chromosome (GO:0000803)	1/5	0.17160771431247654	0.6039700075153396	0	0	6.5233739837398375	11.497734573312044	PCGF5
Symmetric Synapse (GO:0032280)	1/5	0.17160771431247654	0.6039700075153396	0	0	6.5233739837398375	11.497734573312044	NLGN4Y
Transcription Factor TFIIIC Complex (GO:0000127)	1/5	0.17160771431247654	0.6039700075153396	0	0	6.5233739837398375	11.497734573312044	GTF3C4
Filopodium (GO:0030175)	4/60	0.1807833246018599	0.6227592973048376	0	0	1.8663751214771622	3.1923526488244045	FXR1;UTRN;ANTXR1;MTM1
Adherens Junction (GO:0005912)	8/150	0.19161492330676283	0.6227592973048376	0	0	1.4734976204697405	2.4346122718542156	DSP;BMPR2;APC;PKP2;KLHL24;PDLIM5;NECTIN3;EIF4G2
Cornified Envelope (GO:0001533)	3/41	0.192414409478859	0.6227592973048376	0	0	2.061963672768879	3.3983302680910352	DSP;TCHH;PKP2
P-body (GO:0000932)	5/83	0.19267678219435513	0.6227592973048376	0	0	1.6753126528330888	2.7588063643096468	DDX6;CAPRIN1;RC3H1;TOP1;CNOT8
Peroxisome (GO:0005777)	7/129	0.20070019634778632	0.6227592973048376	0	0	1.5001903610140643	2.4092202762447905	ATAD1;ACBD5;ACOX1;AGPS;NBR1;IDE;RAB8B
AP-3 Adaptor Complex (GO:0030123)	1/6	0.2022244212650395	0.6227592973048376	0	0	5.2184281842818425	8.341016639608092	AP3M1
PTW/PP1 Phosphatase Complex (GO:0072357)	1/6	0.2022244212650395	0.6227592973048376	0	0	5.2184281842818425	8.341016639608092	PPP1R12A
Astral Microtubule (GO:0000235)	1/6	0.2022244212650395	0.6227592973048376	0	0	5.2184281842818425	8.341016639608092	MAP9
Macropinosome (GO:0044354)	1/6	0.2022244212650395	0.6227592973048376	0	0	5.2184281842818425	8.341016639608092	APPL1
Membrane Attack Complex (GO:0005579)	1/6	0.2022244212650395	0.6227592973048376	0	0	5.2184281842818425	8.341016639608092	C7
Pinosome (GO:0044352)	1/6	0.2022244212650395	0.6227592973048376	0	0	5.2184281842818425	8.341016639608092	APPL1
Late Endosome Membrane (GO:0031902)	5/85	0.20569082277782813	0.6263169996942857	0	0	1.6332595367847411	2.58280575945817	PIKFYVE;MARCHF1;TMEM30A;CHMP1B;VTI1A
Lysosomal Lumen (GO:0043202)	5/86	0.21230446503075517	0.6392723335926073	0	0	1.61301174016887	2.499738940625886	VCAN;SDC2;OMD;OGN;DCN
Vacuolar Proton-Transporting V-type ATPase Complex (GO:0016471)	2/24	0.22182231608108188	0.649122831886227	0	0	2.373134328358209	3.5736521895498923	ATP6V1A;ATP6V1C1
Asymmetric Synapse (GO:0032279)	7/133	0.22187852923654805	0.649122831886227	0	0	1.4522616879174257	2.1865618124192348	GRIA1;FXR1;NLGN4Y;PRNP;ARFGEF2;ADD3;PDLIM5
ESC/E(Z) Complex (GO:0035098)	1/7	0.23171103405356278	0.649122831886227	0	0	4.3484643179765134	6.358603812482832	HDAC2
HFE-transferrin Receptor Complex (GO:1990712)	1/7	0.23171103405356278	0.649122831886227	0	0	4.3484643179765134	6.358603812482832	BMPR1A
Dendritic Spine Membrane (GO:0032591)	1/7	0.23171103405356278	0.649122831886227	0	0	4.3484643179765134	6.358603812482832	GRIA1
Endosome Lumen (GO:0031904)	2/25	0.23561297242998994	0.649122831886227	0	0	2.2698365878119287	3.281195799261344	LNPEP;JAK2
Lysosome (GO:0005764)	22/503	0.23702268997180095	0.649122831886227	0	0	1.1979923276994406	1.7246290411347596	ATP6V1A;MARCHF1;SDC2;CLTC;OMD;TMEM192;VPS26A;LNPEP;CLCN3;DCN;GDAP2;AP3M1;VCAN;AP5M1;SNX2;CHMP1B;RB1CC1;OGN;VPS35;PHIP;ATP6V1C1;PCYOX1
