Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Proton-Transporting V-type ATPase Complex (GO:0033176)	1/21	0.104699185171912	0.2696004018176734	0	0	9.555288461538462	21.56307494222513	ATP6V0C
SAGA Complex (GO:0000124)	1/23	0.11408521522248792	0.2844275901676809	0	0	8.685751748251748	18.855113346734395	TAF6L
Heterotrimeric G-protein Complex (GO:0005834)	1/24	0.11874161531272115	0.2844275901676809	0	0	8.307692307692308	17.70207601668742	GNG5
Vacuolar Proton-Transporting V-type ATPase Complex (GO:0016471)	1/24	0.11874161531272115	0.2844275901676809	0	0	8.307692307692308	17.70207601668742	ATP6V0C
U12-type Spliceosomal Complex (GO:0005689)	1/28	0.13712604006050805	0.32099959377800746	0	0	7.0754985754985755	14.057988134857961	ZMAT5
SWI/SNF Complex (GO:0016514)	1/29	0.14166247254192546	0.3242496593737405	0	0	6.822458791208791	13.333185827739708	SMARCB1
MLL1 Complex (GO:0071339)	1/30	0.14617528140858763	0.327305521414881	0	0	6.586870026525199	12.666213943509506	RNF2
MLL1/2 Complex (GO:0044665)	1/31	0.15066458849071662	0.3301798428626343	0	0	6.36698717948718	12.05079142079369	RNF2
SAGA-type Complex (GO:0070461)	1/38	0.18144179287269763	0.384846476840309	0	0	5.16060291060291	8.808222206137398	TAF6L
Endoplasmic Reticulum Lumen (GO:0005788)	3/284	0.18763007306560905	0.384846476840309	0	0	2.0529621101109483	3.4351864980406734	ADAMTSL4;FMO1;MANF
Mitochondrial Outer Membrane (GO:0005741)	2/151	0.18811442410551552	0.384846476840309	0	0	2.5732716491822507	4.299177456664111	KMO;MCL1
Mitochondrial Respiratory Chain Complex I (GO:0005747)	1/41	0.19429142520093268	0.384846476840309	0	0	4.772836538461538	7.819796557315887	NDUFA4
Respiratory Chain Complex I (GO:0045271)	1/41	0.19429142520093268	0.384846476840309	0	0	4.772836538461538	7.819796557315887	NDUFA4
Euchromatin (GO:0000791)	1/44	0.20694123666310746	0.402168818420756	0	0	4.4391771019677995	6.993126278453746	ESR1
Phagocytic Vesicle Membrane (GO:0030670)	1/45	0.21111396918352443	0.40268034862783364	0	0	4.338068181818182	6.747245376869477	ATP6V0C
Organelle Outer Membrane (GO:0031968)	2/170	0.2244901486939427	0.4104998822361713	0	0	2.280050855293574	3.4062214487135565	KMO;MCL1
Basolateral Plasma Membrane (GO:0016323)	2/171	0.2264222268250989	0.4104998822361713	0	0	2.266444533808238	3.3664719156750325	EPCAM;ATP1B3
Endoplasmic Reticulum Membrane (GO:0005789)	6/801	0.24464189570003117	0.4104998822361713	0	0	1.4560701353154184	2.050088198877581	CYP2C9;SQLE;OSBP;PLA2G4A;FMO1;FDFT1
Microtubule (GO:0005874)	2/185	0.2535755928385234	0.4104998822361713	0	0	2.091569844554088	2.8698289781447603	TUBB8;NUMA1
Spliceosomal snRNP Complex (GO:0097525)	1/57	0.25952218253383524	0.4104998822361713	0	0	3.4064217032967035	4.594966853581948	BUD13
Extracellular Membrane-Bounded Organelle (GO:0065010)	1/57	0.25952218253383524	0.4104998822361713	0	0	3.4064217032967035	4.594966853581948	PDCD6IP
Bounding Membrane Of Organelle (GO:0098588)	6/819	0.2604794195381766	0.4104998822361713	0	0	1.422490588542249	1.9135790409074733	WDR59;SLC35D2;OSBP;PLA2G4A;VPS37A;ATP6V0C
Azurophil Granule Membrane (GO:0035577)	1/58	0.26342079630392307	0.4104998822361713	0	0	3.3464912280701755	4.464227796565551	ATP6V0C
Vacuolar Membrane (GO:0005774)	1/59	0.2672990783728057	0.4104998822361713	0	0	3.288627320954907	4.3389724763288395	WDR59
Microtubule Cytoskeleton (GO:0015630)	3/342	0.2675337694289032	0.4104998822361713	0	0	1.6966857539475968	2.237096250750373	TUBB8;TPX2;NUMA1
Serine/Threonine Protein Kinase Complex (GO:1902554)	1/60	0.2711571337015696	0.4104998822361713	0	0	3.2327249022164275	4.218889606408344	STK11
Sperm Flagellum (GO:0036126)	1/60	0.2711571337015696	0.4104998822361713	0	0	3.2327249022164275	4.218889606408344	ATP1B3
Extracellular Vesicle (GO:1903561)	1/60	0.2711571337015696	0.4104998822361713	0	0	3.2327249022164275	4.218889606408344	PDCD6IP
Ficolin-1-Rich Granule Membrane (GO:0101003)	1/60	0.2711571337015696	0.4104998822361713	0	0	3.2327249022164275	4.218889606408344	ATP6V0C
SCF Ubiquitin Ligase Complex (GO:0019005)	1/61	0.2749950667407361	0.4104998822361713	0	0	3.1786858974358974	4.103690234314458	SKP2
Spindle Microtubule (GO:0005876)	1/68	0.3013058400434301	0.44335002177819	0	0	2.8455797933409874	3.4136413230271643	NUMA1
9+2 Motile Cilium (GO:0097729)	1/70	0.3086479399829948	0.44775687067955583	0	0	2.7628205128205128	3.2478447174119007	ATP1B3
Tertiary Granule Membrane (GO:0070821)	1/72	0.3159136138079709	0.4508268200621524	0	0	2.684723726977248	3.0935708445242027	ATP6V0C
Small-Subunit Processome (GO:0032040)	1/73	0.3195180375197779	0.4508268200621524	0	0	2.6473023504273505	3.0204172504491282	UTP3
Extrinsic Component Of Cytoplasmic Side Of Plasma Membrane (GO:0031234)	1/77	0.3337485854944668	0.4645419500801362	0	0	2.5074645748987856	2.7516096491969915	GNG5
Bicellular Tight Junction (GO:0005923)	1/81	0.3476843127260421	0.4774864561437645	0	0	2.381610576923077	2.5160771633171324	EPCAM
U2-type Spliceosomal Complex (GO:0005684)	1/90	0.37799290078449876	0.5075632633704441	0	0	2.139801210025929	2.081769511336086	BUD13
Cytoskeleton (GO:0005856)	4/599	0.3857070851143427	0.5075632633704441	0	0	1.2846326649471669	1.223840050434692	TUBB8;TPX2;CENPQ;ACACA
Tight Junction (GO:0070160)	1/93	0.3877824611776004	0.5075632633704441	0	0	2.0697115384615383	1.96066001805479	EPCAM
Golgi Membrane (GO:0000139)	3/427	0.3893050011745082	0.5075632633704441	0	0	1.35065205327414	1.2741945820773342	SLC35D2;OSBP;PLA2G4A
Nuclear Chromosome (GO:0000228)	1/95	0.3942238938799566	0.5075632633704441	0	0	2.0254705400982	1.8853814476104536	SUDS3
Phagocytic Vesicle (GO:0045335)	1/100	0.41003527484740526	0.5214028803615154	0	0	1.9226884226884227	1.7140999679223647	ATP6V0C
Apical Junction Complex (GO:0043296)	1/106	0.42847015567821656	0.5382003174982476	0	0	1.8122710622710623	1.535961689955308	EPCAM
Lytic Vacuole Membrane (GO:0098852)	2/287	0.44608900012010916	0.553580325450256	0	0	1.3360585930846534	1.0785156566553935	WDR59;ATP6V0C
Intracellular Organelle Lumen (GO:0070013)	5/856	0.4690323918422192	0.5751230519017688	0	0	1.1189189189189188	0.847114992226698	ADAMTSL4;FPGS;IBA57;FMO1;MANF
Actin Cytoskeleton (GO:0015629)	2/327	0.5143334673644424	0.6232511428063243	0	0	1.1692307692307693	0.7774021931820838	CENPQ;ACACA
Mitochondrial Envelope (GO:0005740)	1/146	0.5375997603729601	0.6438694804466847	0	0	1.3096816976127321	0.8128420740242259	NGRN
Azurophil Granule (GO:0042582)	1/155	0.5591531429931211	0.6505137993458009	0	0	1.2325799200799201	0.7165380077419933	ATP6V0C
Lysosomal Membrane (GO:0005765)	2/356	0.5602784543214667	0.6505137993458009	0	0	1.0718556305194449	0.6209488819356654	WDR59;ATP6V0C
Endosome Membrane (GO:0010008)	2/361	0.5678850348665423	0.6505137993458009	0	0	1.0566568407388377	0.5978947803867095	VPS37A;ATP6V0C
Endocytic Vesicle Membrane (GO:0030666)	1/159	0.5684101159332241	0.6505137993458009	0	0	1.2011319376825706	0.67853394812821	ATP6V0C
Tertiary Granule (GO:0070820)	1/162	0.5752262548656131	0.6510802664962434	0	0	1.1785714285714286	0.6517403697250047	ATP6V0C
cullin-RING Ubiquitin Ligase Complex (GO:0031461)	1/174	0.6014408184012222	0.6670236203881328	0	0	1.0961538461538463	0.5573143632800525	SKP2
Focal Adhesion (GO:0005925)	2/387	0.6059201468787818	0.6670236203881328	0	0	0.9839868868995083	0.4929843895076065	PDCD6IP;ATP6V0C
Cytoplasmic Vesicle Membrane (GO:0030659)	2/389	0.6087400030726648	0.6670236203881328	0	0	0.9788013346378666	0.4858417718759498	VPS37A;ATP6V0C
Cell-Substrate Junction (GO:0030055)	2/395	0.6171087448811042	0.6674156486391134	0	0	0.9635613528002174	0.46512072260367016	PDCD6IP;ATP6V0C
Ficolin-1-Rich Granule (GO:0101002)	1/184	0.6220573035859698	0.6674156486391134	0	0	1.03572929802438	0.49168458431510753	ATP6V0C
Nuclear Membrane (GO:0031965)	1/227	0.699319441834991	0.7425763145258152	0	0	0.8368362831858407	0.29929252409673796	NUP98
Vesicle (GO:0031982)	1/235	0.7118602212793954	0.7481796203242624	0	0	0.8078977646285339	0.27458320674442716	PDCD6IP
trans-Golgi Network (GO:0005802)	1/241	0.7209245098449456	0.7500527728689839	0	0	0.7874599358974359	0.2576733089329213	OSBP
Lysosome (GO:0005764)	2/503	0.7451165757440255	0.7674700730163463	0	0	0.7516617250935023	0.22114985027730322	WDR59;ATP6V0C
Polymeric Cytoskeletal Fiber (GO:0099513)	1/265	0.7544424207944174	0.7693818746715345	0	0	0.7149985431235432	0.2014696569097033	TUBB8
Secretory Granule Membrane (GO:0030667)	1/279	0.7721194822452213	0.7796892810907626	0	0	0.6785071942446043	0.17547279699575868	ATP6V0C
Collagen-Containing Extracellular Matrix (GO:0062023)	1/373	0.8621980959523059	0.8621980959523059	0	0	0.5046267576509512	0.0748211229136692	ADAMTSL4
