Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular Responses To Stress R-HSA-2262752	10/722	0.0046686025418275	0.046312537214928805	0	0	2.8360437610881135	15.220750481211232	MEF2C;WDR59;NFYA;TINF2;NUP98;SKP2;ATP6V0C;COX7C;RNF2;EZH2
FOXO-mediated Transcription R-HSA-9614085	3/65	0.004850687878651538	0.047175317408062016	0	0	9.408444022770398	50.134161795528804	STK11;NFYA;HDAC1
Cellular Responses To Stimuli R-HSA-8953897	10/736	0.0053313733899243345	0.05085310002697058	0	0	2.7793243439176454	14.547390515653708	MEF2C;WDR59;NFYA;TINF2;NUP98;SKP2;ATP6V0C;COX7C;RNF2;EZH2
Intracellular Signaling By Second Messengers R-HSA-9006925	6/306	0.005547200634564837	0.051913424806493566	0	0	3.9585858585858587	20.562723296161	RNF146;HDAC1;MAPKAP1;ESR1;RNF2;EZH2
PTEN Regulation R-HSA-6807070	4/139	0.006214054631382646	0.057077242540107265	0	0	5.796846351301797	29.45343821795128	RNF146;HDAC1;RNF2;EZH2
ADP Signaling Thru P2Y Purinoceptor 1 R-HSA-418592	2/25	0.007569947211099144	0.06826716030373045	0	0	16.776699029126213	81.93017040452293	GNG5;PLA2G4A
G2/M Checkpoints R-HSA-69481	4/148	0.0077268955080724	0.06843821735721269	0	0	5.4320682068206825	26.416409043323753	WRN;RNF8;RBBP8;BRCA1
Cholesterol Biosynthesis R-HSA-191273	2/26	0.008172877381022852	0.0698921927756437	0	0	16.076860841423947	77.28041290653483	SQLE;FDFT1
Signaling By ALK R-HSA-201556	2/26	0.008172877381022852	0.0698921927756437	0	0	16.076860841423947	77.28041290653483	HDAC1;PRDM1
Disease R-HSA-1643685	17/1736	0.008829076555405541	0.0742241012115449	0	0	2.04262520492887	9.661014338886615	PDCD6IP;HDAC1;XRCC2;MAPKAP1;ATP1B3;VPS37A;BRCA1;ESR1;ACACA;WRN;GNG5;ADAMTSL4;RBBP8;NUP98;SUDS3;SKP2;EZH2
Budding And Maturation Of HIV Virion R-HSA-162588	2/29	0.010106046583338048	0.0835433184222612	0	0	14.288385472851493	65.64972113133649	PDCD6IP;VPS37A
Meiosis R-HSA-1500620	3/88	0.011174230857859667	0.09085931976226877	0	0	6.854671280276817	30.805886440784917	TINF2;RBBP8;BRCA1
Activation Of HOX Genes During Differentiation R-HSA-5619507	3/91	0.012231940808910925	0.0978555264712874	0	0	6.619986631016043	29.152465905992	MEIS1;ASH2L;EZH2
Signal Amplification R-HSA-392518	2/33	0.012965294667157463	0.10048103367047034	0	0	12.442217350454118	54.06739585662216	GNG5;PLA2G4A
Telomere C-strand (Lagging Strand) Synthesis R-HSA-174417	2/33	0.012965294667157463	0.10048103367047034	0	0	12.442217350454118	54.06739585662216	WRN;TINF2
RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243	2/35	0.014511611255931572	0.10907995342945577	0	0	11.68696675492792	49.46866503249135	SMARCB1;RNF2
Potential Therapeutics For SARS R-HSA-9679191	3/97	0.014514671222467903	0.10907995342945577	0	0	6.1955569461827285	26.223285413535027	HDAC1;ATP1B3;SUDS3
Deubiquitination R-HSA-5688426	5/279	0.0158956213656341	0.11767504772170917	0	0	3.5804744525547445	14.829292550343476	RNF146;BRCA1;SUDS3;SKP2;ESR1
Regulation Of TP53 Expression And Degradation R-HSA-6806003	2/37	0.016133385374767883	0.11767881096889515	0	0	11.018030513176145	45.46991929571752	MAPKAP1;PRDM1
ESR-mediated Signaling R-HSA-8939211	4/188	0.017325923900901482	0.12454577180937877	0	0	4.242574257425742	17.205978002037014	FOXA1;GNG5;HDAC1;ESR1
Integration Of Energy Metabolism R-HSA-163685	3/105	0.017909434520741337	0.12690113603268147	0	0	5.707324106113034	22.95729821654253	STK11;GNG5;ACACA
Cell Cycle, Mitotic R-HSA-69278	7/523	0.020334042673576296	0.14126862086860584	0	0	2.6825858250276853	10.4499026084864	TUBB8;TPX2;NUMA1;HDAC1;NUP98;SKP2;CENPQ
Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402	2/42	0.020506735287378265	0.14126862086860584	0	0	9.638349514563107	37.46428283929587	HDAC1;ASH2L
Reproduction R-HSA-1474165	3/113	0.021709446943658943	0.14750528334321691	0	0	5.290106951871658	20.261150730562544	TINF2;RBBP8;BRCA1
Epigenetic Regulation Of Gene Expression R-HSA-212165	3/116	0.023239376262820258	0.15576663008593036	0	0	5.148880791254555	19.369611650062765	HDAC1;SUDS3;EZH2
Chromosome Maintenance R-HSA-73886	3/118	0.02429114630685042	0.16064544757597077	0	0	5.0588235294117645	18.80690162531683	WRN;TINF2;CENPQ
Estrogen-dependent Gene Expression R-HSA-9018519	3/119	0.024826573352673277	0.1609768456829124	0	0	5.014959432048681	18.534491144254275	FOXA1;HDAC1;ESR1
PKMTs Methylate Histone Lysines R-HSA-3214841	2/47	0.025314907184006388	0.1609768456829124	0	0	8.565264293419633	31.489010797924333	ASH2L;EZH2
SUMOylation Of RNA Binding Proteins R-HSA-4570464	2/47	0.025314907184006388	0.1609768456829124	0	0	8.565264293419633	31.489010797924333	NUP98;RNF2
HCMV Infection R-HSA-9609646	3/121	0.02591650067422185	0.1610649382389675	0	0	4.929461615154536	18.00670917505115	VPS37A;NUP98;EZH2
MECP2 Regulates Transcription Factors R-HSA-9022707	1/5	0.025978215844994757	0.1610649382389675	0	0	47.81490384615385	174.54816038097263	MEF2C
Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849	3/122	0.026470994986989953	0.1620939939944076	0	0	4.8877904102817595	17.75101616740307	FPGS;NAMPT;ACACA
Extension Of Telomeres R-HSA-180786	2/50	0.0283980432384044	0.1717735298322998	0	0	8.028721682847896	28.593770697553435	WRN;TINF2
Nonhomologous End-Joining (NHEJ) R-HSA-5693571	2/51	0.02945761825403563	0.17525197070353024	0	0	7.864473944917773	27.72071913660777	RNF8;BRCA1
Acyl Chain Remodeling Of CL R-HSA-1482798	1/6	0.031093091576432783	0.17525197070353024	0	0	38.25	132.75693797566336	PLA2G4A
Biosynthesis Of Maresin-Like SPMs R-HSA-9027307	1/6	0.031093091576432783	0.17525197070353024	0	0	38.25	132.75693797566336	CYP2C9
RUNX1 Regulates Estrogen Receptor Mediated Transcription R-HSA-8931987	1/6	0.031093091576432783	0.17525197070353024	0	0	38.25	132.75693797566336	ESR1
RUNX1 Regulates Transcription Of Genes Involved In WNT Signaling R-HSA-8939256	1/6	0.031093091576432783	0.17525197070353024	0	0	38.25	132.75693797566336	ESR1
p75NTR Negatively Regulates Cell Cycle Via SC1 R-HSA-193670	1/6	0.031093091576432783	0.17525197070353024	0	0	38.25	132.75693797566336	HDAC1
Amino Acids Regulate mTORC1 R-HSA-9639288	2/55	0.033850142654575505	0.18864798602999383	0	0	7.269463271661476	24.61303645357281	WDR59;ATP6V0C
Late Phase Of HIV Life Cycle R-HSA-162599	3/136	0.034897905588201744	0.19069233746412484	0	0	4.370190181335692	14.66342350579285	PDCD6IP;VPS37A;NUP98
Meiotic Recombination R-HSA-912446	2/56	0.03498589255894226	0.19069233746412484	0	0	7.134483998561668	23.920571924215505	RBBP8;BRCA1
ChREBP Activates Metabolic Gene Expression R-HSA-163765	1/7	0.03618136368378441	0.1909144296506071	0	0	31.873397435897434	105.79453482142874	ACACA
Defective HLCS Causes Multiple Carboxylase Deficiency R-HSA-3371599	1/7	0.03618136368378441	0.1909144296506071	0	0	31.873397435897434	105.79453482142874	ACACA
MECP2 Regulates Transcription Of Neuronal Ligands R-HSA-9022702	1/7	0.03618136368378441	0.1909144296506071	0	0	31.873397435897434	105.79453482142874	HDAC1
Metabolism R-HSA-1430728	17/2049	0.03815280254483486	0.19118328744213967	0	0	1.698231701861131	5.546689768985224	DTYMK;NFYA;SLC35D2;PLA2G4A;FMO1;KMO;COX7C;ACACA;CYP2C9;SQLE;STK11;GNG5;FPGS;OSBP;NAMPT;NUP98;FDFT1
Arachidonic Acid Metabolism R-HSA-2142753	2/59	0.038480482315918114	0.19118328744213967	0	0	6.7579628683358886	22.01476767638423	CYP2C9;PLA2G4A
Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565	2/60	0.03967385648205092	0.19118328744213967	0	0	6.641111483093405	21.43128405093656	RNF8;BRCA1
Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722	2/60	0.03967385648205092	0.19118328744213967	0	0	6.641111483093405	21.43128405093656	HDAC1;ASH2L
HDACs Deacetylate Histones R-HSA-3214815	2/60	0.03967385648205092	0.19118328744213967	0	0	6.641111483093405	21.43128405093656	HDAC1;SUDS3
Transcriptional Regulation By MECP2 R-HSA-8986944	2/60	0.03967385648205092	0.19118328744213967	0	0	6.641111483093405	21.43128405093656	MEF2C;HDAC1
Meiotic Synapsis R-HSA-1221632	2/60	0.03967385648205092	0.19118328744213967	0	0	6.641111483093405	21.43128405093656	TINF2;BRCA1
DNA Double Strand Break Response R-HSA-5693606	2/61	0.04088118854393937	0.19118328744213967	0	0	6.528221161757446	20.871279647260128	RNF8;BRCA1
AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680	1/8	0.0412431688635261	0.19118328744213967	0	0	27.318681318681318	87.09932616586799	STK11
Biosynthesis Of Maresins R-HSA-9018682	1/8	0.0412431688635261	0.19118328744213967	0	0	27.318681318681318	87.09932616586799	CYP2C9
Defects In Biotin (Btn) Metabolism R-HSA-3323169	1/8	0.0412431688635261	0.19118328744213967	0	0	27.318681318681318	87.09932616586799	ACACA
Synthesis Of diphthamide-EEF2 R-HSA-5358493	1/8	0.0412431688635261	0.19118328744213967	0	0	27.318681318681318	87.09932616586799	DPH3
Synthesis Of Epoxy (EET) And Dihydroxyeicosatrienoic Acids (DHET) R-HSA-2142670	1/8	0.0412431688635261	0.19118328744213967	0	0	27.318681318681318	87.09932616586799	CYP2C9
HIV Life Cycle R-HSA-162587	3/149	0.04381821893251269	0.20123922769005828	0	0	3.9784448025785655	12.443404051406707	PDCD6IP;VPS37A;NUP98
ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183	1/9	0.04627864319748114	0.20494827701741647	0	0	23.90264423076923	73.4546111134009	NFYA
Synthesis Of (16-20)-Hydroxyeicosatetraenoic Acids (HETE) R-HSA-2142816	1/9	0.04627864319748114	0.20494827701741647	0	0	23.90264423076923	73.4546111134009	CYP2C9
Hydrolysis Of LPC R-HSA-1483115	1/9	0.04627864319748114	0.20494827701741647	0	0	23.90264423076923	73.4546111134009	PLA2G4A
Transport Of Nucleotide Sugars R-HSA-727802	1/9	0.04627864319748114	0.20494827701741647	0	0	23.90264423076923	73.4546111134009	SLC35D2
RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function R-HSA-8936459	2/66	0.047121094867140154	0.206832416407978	0	0	6.016686893203883	18.381186059636324	HDAC1;ASH2L
Signaling By Nuclear Receptors R-HSA-9006931	4/260	0.048234655605565384	0.20986306298561783	0	0	3.038211633663366	9.21087791173147	FOXA1;GNG5;HDAC1;ESR1
Circadian Clock R-HSA-400253	2/69	0.05102146542518526	0.22005779870340772	0	0	5.746413563251703	17.098504379412457	MEF2C;NAMPT
Signal Transduction R-HSA-162582	19/2465	0.0544631586257493	0.22558044892233126	0	0	1.5760472722432448	4.586661305135355	FOXA1;MEF2C;HDAC1;MAPKAP1;PLA2G4A;ASH2L;PRDM1;ESR1;RNF2;RNF146;STK11;GNG5;SRFBP1;NUP98;GRAP;HNRNPA1;ATP6V0C;CENPQ;EZH2
Regulation Of RUNX2 Expression And Activity R-HSA-8939902	2/72	0.055033637820567284	0.22558044892233126	0	0	5.499306518723994	15.946947797372998	SKP2;ESR1
Cellular Senescence R-HSA-2559583	3/165	0.05620054848500302	0.22558044892233126	0	0	3.582607116920842	10.31371241332476	TINF2;RNF2;EZH2
ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033	1/11	0.0562711406066492	0.22558044892233126	0	0	19.120192307692307	55.01975823103713	NFYA
Biotin Transport And Metabolism R-HSA-196780	1/11	0.0562711406066492	0.22558044892233126	0	0	19.120192307692307	55.01975823103713	ACACA
CYP2E1 Reactions R-HSA-211999	1/11	0.0562711406066492	0.22558044892233126	0	0	19.120192307692307	55.01975823103713	CYP2C9
Regulation Of BACH1 Activity R-HSA-9708530	1/11	0.0562711406066492	0.22558044892233126	0	0	19.120192307692307	55.01975823103713	SKP2
Uptake And Function Of Anthrax Toxins R-HSA-5210891	1/11	0.0562711406066492	0.22558044892233126	0	0	19.120192307692307	55.01975823103713	PDCD6IP
Extra-nuclear Estrogen Signaling R-HSA-9009391	2/73	0.056395112230582814	0.22558044892233126	0	0	5.4215780117598795	15.589057876591914	GNG5;ESR1
NoRC Negatively Regulates rRNA Expression R-HSA-427413	2/74	0.05776836104593307	0.2292248566302624	0	0	5.346008629989212	15.243149464238769	HDAC1;SUDS3
Post-translational Protein Modification R-HSA-597592	12/1383	0.058620665390388495	0.2307607145526404	0	0	1.7433942730759275	4.945430733357804	TUBB8;RNF146;WRN;HDAC1;ADAMTSL4;DPH3;NUP98;BRCA1;SUDS3;SKP2;ESR1;RNF2
Nuclear Envelope (NE) Reassembly R-HSA-2995410	2/75	0.059153225809109894	0.23102362205762605	0	0	5.272509642239659	14.908675616411026	TUBB8;NUP98
Disorders Of Developmental Biology R-HSA-9675151	1/12	0.06122843268090386	0.2336100200748332	0	0	17.38111888111888	48.54796115589542	HDAC1
Telomere C-strand Synthesis Initiation R-HSA-174430	1/12	0.06122843268090386	0.2336100200748332	0	0	17.38111888111888	48.54796115589542	TINF2
HDR Thru MMEJ (alt-NHEJ) R-HSA-5685939	1/12	0.06122843268090386	0.2336100200748332	0	0	17.38111888111888	48.54796115589542	RBBP8
Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941	2/77	0.061957175884123375	0.2345859483856885	0	0	5.131391585760518	14.272000194368161	HDAC1;SUDS3
Fatty Acid Metabolism R-HSA-8978868	3/173	0.06295136136919655	0.236544509387284	0	0	3.412629757785467	9.437262077006439	CYP2C9;PLA2G4A;ACACA
TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910	1/13	0.06615993190395807	0.24673177612303157	0	0	15.931891025641026	43.26592192345684	ESR1
Signaling By WNT R-HSA-195721	4/294	0.069301183042443	0.25651781185859496	0	0	2.6773642881529534	7.146670560343114	RNF146;GNG5;HDAC1;ASH2L
Platelet Homeostasis R-HSA-418346	2/83	0.07063173152583468	0.25728921512242914	0	0	4.749850173798394	12.588412876229505	GNG5;PLA2G4A
Repression Of WNT Target Genes R-HSA-4641265	1/14	0.07106577111244515	0.25728921512242914	0	0	14.705621301775148	38.883860874713555	HDAC1
Tryptophan Catabolism R-HSA-71240	1/14	0.07106577111244515	0.25728921512242914	0	0	14.705621301775148	38.883860874713555	KMO
Metabolism Of Vitamins And Cofactors R-HSA-196854	3/186	0.07468128236263993	0.266488604689708	0	0	3.1681131468981034	8.21975126216908	FPGS;NAMPT;ACACA
Mitotic Prometaphase R-HSA-68877	3/186	0.07468128236263993	0.266488604689708	0	0	3.1681131468981034	8.21975126216908	NUMA1;NUP98;CENPQ
Membrane Binding And Targetting Of GAG Proteins R-HSA-174490	1/15	0.07594608250815137	0.269066120886022	0	0	13.654532967032967	35.1977215377034	VPS37A
Opioid Signaling R-HSA-111885	2/88	0.07814376707716784	0.27488871255514363	0	0	4.472567170918944	11.401490510794153	GNG5;PLA2G4A
SUMOylation Of DNA Methylation Proteins R-HSA-4655427	1/16	0.08080099759100413	0.2779669080350485	0	0	12.743589743589743	32.05988937570945	RNF2
Transcription Of E2F Targets Under Negative Control By P107 (RBL1) And P130 (RBL2) In Complex With HDAC1 R-HSA-1362300	1/16	0.08080099759100413	0.2779669080350485	0	0	12.743589743589743	32.05988937570945	HDAC1
Signaling By TGF-beta Receptor Complex R-HSA-170834	2/91	0.08276650556250088	0.2779669080350485	0	0	4.321151958110614	10.767151840097574	HDAC1;SRFBP1
HCMV Late Events R-HSA-9610379	2/91	0.08276650556250088	0.2779669080350485	0	0	4.321151958110614	10.767151840097574	VPS37A;NUP98
Hemostasis R-HSA-109582	6/576	0.08285604351455671	0.2779669080350485	0	0	2.054758107389686	5.117684497640537	GNG5;EPCAM;HDAC1;PLA2G4A;ATP1B3;MANF
Telomere Maintenance R-HSA-157579	2/92	0.08432583279733817	0.2779669080350485	0	0	4.272923408845739	10.567225970119335	WRN;TINF2
Acyl Chain Remodelling Of PI R-HSA-1482922	1/17	0.0856306472143875	0.2779669080350485	0	0	11.946514423076923	29.361092234542827	PLA2G4A
Platelet Sensitization By LDL R-HSA-432142	1/17	0.0856306472143875	0.2779669080350485	0	0	11.946514423076923	29.361092234542827	PLA2G4A
Biosynthesis Of DHA-derived SPMs R-HSA-9018677	1/17	0.0856306472143875	0.2779669080350485	0	0	11.946514423076923	29.361092234542827	CYP2C9
Metabolism Of Folate And Pterines R-HSA-196757	1/17	0.0856306472143875	0.2779669080350485	0	0	11.946514423076923	29.361092234542827	FPGS
Oxidative Stress Induced Senescence R-HSA-2559580	2/93	0.08589413923697932	0.2779669080350485	0	0	4.2257548276965755	10.372705478274812	RNF2;EZH2
